used,"x, 2theta (deg)",obs,calc,bkg,diff,Gd1.5Mn0.25Zr2.25O7,tick-pos,Axis-limits
1,44.61,15910,15648.763311994388,15639.567188841416,-2361.023312, , , 
1,44.62,15583.3,15648.231165901336,15639.002575412902,-2687.191166, , , 
1,44.63,15910,15647.699774664543,15638.438501727484,-2359.959775, , , 
1,44.64,15836.7,15647.16913623523,15637.874965170138,-2432.729136, , , 
1,44.65,15766.7,15646.639251072695,15637.311963130524,-2502.199251, , , 
1,44.66,15456.7,15646.11011722696,15636.749493003012,-2811.670117, , , 
1,44.67,15573.3,15645.581734183257,15636.187552186673,-2694.541734, , , 
1,44.68,15500,15645.054101222962,15635.626138085336,-2767.314101, , , 
1,44.69,15336.7,15644.527218019608,15635.065248107556,-2930.087218, , , 
1,44.7,15980,15644.001083238214,15634.504879666656,-2286.261083, , , 
1,44.71,15736.7,15643.475695310166,15633.945030180743,-2529.035695, , , 
1,44.72,15676.7,15642.951055294234,15633.385697072703,-2588.511055, , , 
1,44.73,15770,15642.427161392976,15632.826877770234,-2494.687161, , , 
1,44.74,15783.3,15641.904013452897,15632.268569705853,-2480.864013, , , 
1,44.75,15690,15641.381609984232,15631.710770316911,-2573.64161, , , 
1,44.76,15303.3,15640.85995057494,15631.153477045602,-2959.819951, , , 
1,44.77,15653.3,15640.339036248362,15630.596687338984,-2609.299036, , , 
1,44.78,15526.7,15639.818863294135,15630.040398648987,-2735.378863, , , 
1,44.79,15493.3,15639.299434712328,15629.484608432449,-2768.259435, , , 
1,44.8,15690,15638.78074748782,15628.929314151084,-2571.040747, , , 
1,44.81,15510,15638.262801799268,15628.374513271541,-2750.522802, , , 
1,44.82,15446.7,15637.745596548766,15627.820203265399,-2813.305597, , , 
1,44.83,15546.7,15637.229133057333,15627.266381609179,-2712.789133, , , 
1,44.84,15766.7,15636.71340987933,15626.713045784358,-2492.27341, , , 
1,44.85,15866.7,15636.198425901921,15626.16019327739,-2391.758426, , , 
1,44.86,15546.7,15635.684181924593,15625.607821579706,-2711.244182, , , 
1,44.87,15530,15635.170677649168,15625.055928187756,-2727.430678, , , 
1,44.88,15510,15634.657910636692,15624.50451060298,-2746.917911, , , 
1,44.89,15803.3,15634.145884890551,15623.953566331858,-2453.105885, , , 
1,44.9,16003.3,15633.634595389061,15623.403092885905,-2252.594595, , , 
1,44.91,15750,15633.124044089338,15622.853087781688,-2505.384044, , , 
1,44.92,15343.3,15632.614231612453,15622.30354854084,-2911.574232, , , 
1,44.93,15760,15632.105157094458,15621.754472690085,-2494.365157, , , 
1,44.94,15746.7,15631.596819408247,15621.205857761213,-2507.156819, , , 
1,44.95,15073.3,15631.089220561085,15620.657701291142,-3180.049221, , , 
1,44.96,15533.3,15630.582358840065,15620.110000821905,-2719.542359, , , 
1,44.97,15693.3,15630.076234861986,15619.562753900664,-2559.036235, , , 
1,44.98,15840,15629.570847967281,15619.01595807971,-2411.830848, , , 
1,44.99,15850,15629.066198246617,15618.469610916514,-2401.326198, , , 
1,45,15956.7,15628.562287166727,15617.923709973706,-2294.122287, , , 
1,45.01,15760,15628.059113785544,15617.37825,-2490.319114, , , 
1,45.02,15580,15627.556678686105,15616.833237025701,-2669.816679, , , 
1,45.03,15713.3,15627.054980310897,15616.288660171727,-2536.01498, , , 
1,45.04,15570,15626.554020266658,15615.744519840604,-2678.81402, , , 
1,45.05,15856.7,15626.053800105778,15615.200813621012,-2391.6138, , , 
1,45.06,15690,15625.554318197028,15614.657539106862,-2557.814318, , , 
1,45.07,15760,15625.05557425553,15614.11469389731,-2487.315574, , , 
1,45.08,15723.3,15624.557571697187,15613.572275596809,-2523.517572, , , 
1,45.09,15806.7,15624.060307565473,15613.030281815074,-2439.620308, , , 
1,45.1,15360,15623.563784988839,15612.488710167128,-2885.823785, , , 
1,45.11,15393.3,15623.068001736607,15611.947558273281,-2852.028002, , , 
1,45.12,15226.7,15622.572960232586,15611.40682375917,-3018.13296, , , 
1,45.13,15056.7,15622.078661475418,15610.86650425577,-3187.638661, , , 
1,45.14,15436.7,15621.58510333983,15610.326597399393,-2807.145103, , , 
1,45.15,15540,15621.092289308732,15609.787100831692,-2703.352289, , , 
1,45.16,15350,15620.600218787495,15609.248012199703,-2892.860219, , , 
1,45.17,15306.7,15620.10889208093,15608.70932915583,-2935.668892, , , 
1,45.18,15640,15619.618309976086,15608.171049357876,-2601.87831, , , 
1,45.19,15823.3,15619.128475679383,15607.633170469031,-2418.088476, , , 
1,45.2,15263.3,15618.639386621011,15607.095690157903,-2977.599387, , , 
1,45.21,15866.7,15618.15104572021,15606.558606098522,-2373.711046, , , 
1,45.22,15990,15617.663452116762,15606.02191597036,-2249.923452, , , 
1,45.23,15736.7,15617.17660829376,15605.485617458331,-2502.736608, , , 
1,45.24,15646.7,15616.690514653574,15604.949708252798,-2592.250515, , , 
1,45.25,15796.7,15616.205172766355,15604.414186049607,-2441.765173, , , 
1,45.26,15486.7,15615.720582836817,15603.87904855008,-2751.280583, , , 
1,45.27,15516.7,15615.236746595087,15603.344293461027,-2720.796747, , , 
1,45.28,15593.3,15614.75366568739,15602.80991849477,-2643.713666, , , 
1,45.29,15716.7,15614.27134078198,15602.275921369128,-2519.831341, , , 
1,45.3,15640,15613.789772373824,15601.742299807458,-2596.049772, , , 
1,45.31,15436.7,15613.308962826077,15601.20905153865,-2798.868963, , , 
1,45.32,15456.7,15612.828912376568,15600.67617429714,-2778.388912, , , 
1,45.33,15580,15612.349624800258,15600.143665822916,-2654.609625, , , 
1,45.34,15176.7,15611.871098438758,15599.611523861546,-3057.431098, , , 
1,45.35,15673.3,15611.39334,15599.079746164156,-2560.353337, , , 
1,45.36,15733.3,15610.429556967503,15598.548330487496,-2499.389557, , , 
1,45.37,15506.7,15609.954218050401,15598.01727459387,-2725.514218, , , 
1,45.38,15363.3,15609.479644469466,15597.486576251235,-2868.439644, , , 
1,45.39,15716.7,15609.005842760133,15596.95623323314,-2514.565843, , , 
1,45.4,15603.3,15608.532807646863,15596.426243318789,-2627.492808, , , 
1,45.41,15523.3,15608.060546421417,15595.896604292997,-2707.020546, , , 
1,45.42,15526.7,15607.58905758954,15595.367313946255,-2703.149058, , , 
1,45.43,15406.7,15607.118346308553,15594.838370074713,-2822.678346, , , 
1,45.44,15736.7,15606.648412138613,15594.309770480188,-2492.208412, , , 
1,45.45,15490,15605.93597316191,15593.781512970183,-2738.195973, , , 
1,45.46,15563.3,15605.468045478812,15593.253595357886,-2664.428045, , , 
1,45.47,15720,15605.00090040139,15592.726015462196,-2507.2609, , , 
1,45.48,15470,15604.534540522622,15592.19877110772,-2756.794541, , , 
1,45.49,15536.7,15604.068967964371,15591.671860124787,-2689.628968, , , 
1,45.5,15283.3,15603.604186523165,15591.14528034946,-2942.564187, , , 
1,45.51,15806.7,15603.140196663413,15590.619029623542,-2418.700197, , , 
1,45.52,15736.7,15602.677000047359,15590.093105794582,-2488.237, , , 
1,45.53,15753.3,15602.214603349821,15589.56750671591,-2471.174603, , , 
1,45.54,15576.7,15601.753006098801,15589.042230246598,-2647.313006, , , 
1,45.55,15610,15601.292210450707,15588.517274251519,-2613.55221, , , 
1,45.56,15673.3,15600.832220951914,15587.992636601328,-2549.792221, , , 
1,45.57,15610,15600.373040247248,15587.46831517248,-2612.63304, , , 
1,45.58,15370,15599.914669556836,15586.944307847241,-2852.17467, , , 
1,45.59,15670,15599.457113444467,15586.42061251368,-2551.717113, , , 
1,45.6,15656.7,15599.000374095593,15585.897227065716,-2564.560374, , , 
1,45.61,15846.7,15598.544456085672,15585.374149403086,-2374.104456, , , 
1,45.62,15653.3,15598.08936018132,15584.851377431381,-2567.04936, , , 
1,45.63,15573.3,15597.635092877043,15584.32890906204,-2646.595093, , , 
1,45.64,15673.3,15597.18165352066,15583.806742212371,-2546.141654, , , 
1,45.65,15946.7,15596.729048141577,15583.284874805548,-2272.289048, , , 
1,45.66,15396.7,15596.277279437227,15582.763304770631,-2821.837279, , , 
1,45.67,15643.3,15595.826353448781,15582.242030042562,-2574.786353, , , 
1,45.68,15356.7,15595.376268593927,15581.721048562189,-2860.936269, , , 
1,45.69,15440,15594.927032832997,15581.200358276265,-2777.187033, , , 
1,45.7,15470,15594.478647456515,15580.679957137454,-2746.738647, , , 
1,45.71,15590,15594.03111852931,15580.159843104353,-2626.291119, , , 
1,45.72,15853.3,15593.584448784271,15579.64001414148,-2362.544449, , , 
1,45.73,15533.3,15593.13864286759,15579.120468219306,-2682.098643, , , 
1,45.74,15660,15592.693704000887,15578.601203314242,-2554.953704, , , 
1,45.75,15116.7,15592.24963779593,15578.082217408662,-3097.809638, , , 
1,45.76,15180,15591.806446532595,15577.563508490908,-3034.066447, , , 
1,45.77,15176.7,15591.364136311422,15577.045074555288,-3036.924136, , , 
1,45.78,15353.3,15590.922710377912,15576.526913602094,-2859.88271, , , 
1,45.79,15656.7,15590.482175798266,15576.009023637622,-2556.042176, , , 
1,45.8,15730,15590.042534399458,15575.491402674146,-2482.302534, , , 
1,45.81,15566.7,15589.603791352341,15574.974048729966,-2645.163791, , , 
1,45.82,15813.3,15589.165952787444,15574.456959829375,-2398.125953, , , 
1,45.83,15976.7,15588.72902341082,15573.940134002709,-2234.289023, , , 
1,45.84,16040,15588.29300841139,15573.42356928633,-2170.553008, , , 
1,45.85,15513.3,15587.857911076746,15572.90726372262,-2696.817911, , , 
1,45.86,15623.3,15587.423738992076,15572.391215360027,-2586.383739, , , 
1,45.87,15753.3,15586.990498318113,15571.87542225305,-2455.950498, , , 
1,45.88,15476.7,15586.558190930096,15571.359882462231,-2732.118191, , , 
1,45.89,15773.3,15586.12682586191,15570.84459,-2435.086826, , , 
1,45.9,15566.7,15585.69640547778,15570.32955510165,-2641.256405, , , 
1,45.91,15693.3,15585.266938823748,15569.814763683367,-2514.226939, , , 
1,45.92,15776.7,15584.838428753055,15569.30021788422,-2430.398429, , , 
1,45.93,15553.3,15584.41088432393,15568.785915795183,-2653.370884, , , 
1,45.94,15303.3,15583.984311262828,15568.271855513316,-2902.944311, , , 
1,45.95,15270,15583.558715302335,15567.758035141813,-2935.818715, , , 
1,45.96,15426.7,15583.134101227479,15567.244452789979,-2778.694101, , , 
1,45.97,15613.3,15582.710478597775,15566.73110657324,-2591.670479, , , 
1,45.98,15176.7,15582.287851256839,15566.217994613162,-3027.847851, , , 
1,45.99,15606.7,15581.866227345945,15565.705115037443,-2597.426227, , , 
1,46,15606.7,15581.445612151512,15565.192465979942,-2597.005612, , , 
1,46.01,15340,15581.026017164979,15564.680045580659,-2863.286017, , , 
1,46.02,15570,15580.607444824036,15564.167851985749,-2632.867445, , , 
1,46.03,15633.3,15580.189904248273,15563.655883347546,-2569.149904, , , 
1,46.04,15320,15579.773404563455,15563.144137824564,-2882.033405, , , 
1,46.05,15273.3,15579.357949179468,15562.632613581476,-2928.317949, , , 
1,46.06,15913.3,15578.943549141777,15562.121308789146,-2287.903549, , , 
1,46.07,15723.3,15578.530210733694,15561.610221624655,-2477.490211, , , 
1,46.08,15633.3,15578.117943582562,15561.099350271252,-2567.077944, , , 
1,46.09,15620,15577.706756368274,15560.588692918414,-2579.966756, , , 
1,46.1,15433.3,15577.296654915906,15560.078247761823,-2766.256655, , , 
1,46.11,15006.7,15576.887649825114,15559.568013003367,-3192.44765, , , 
1,46.12,15166.7,15576.479747410254,15559.057986851172,-3032.039747, , , 
1,46.13,15346.7,15576.072956852944,15558.54817,-2851.632957, , , 
1,46.14,15290,15575.667290202045,15558.038553229237,-2907.92729, , , 
1,46.15,15613.3,15575.26275522113,15557.52914220691,-2584.222755, , , 
1,46.16,15340,15574.85936206421,15557.01993,-2857.119362, , , 
1,46.17,15520,15574.457112785316,15556.510922904945,-2676.717113, , , 
1,46.18,15610,15574.056028995075,15556.002111110249,-2586.316029, , , 
1,46.19,16023.3,15573.656109422165,15555.493495553452,-2172.616109, , , 
1,46.2,15663.3,15573.25737282873,15554.98507,-2532.217373, , , 
1,46.21,15600,15572.859825108566,15554.476846192398,-2595.119825, , , 
1,46.22,15553.3,15572.463475499631,15553.968808923246,-2641.423475, , , 
1,46.23,15083.3,15572.068339445026,15553.460960962208,-3111.028339, , , 
1,46.24,15726.7,15571.67442,15552.953300592564,-2467.234424, , , 
1,46.25,15480,15571.281738808355,15552.445826103887,-2713.541739, , , 
1,46.26,15433.3,15570.890298468299,15551.93853579206,-2759.850298, , , 
1,46.27,15123.3,15570.500111583524,15551.431427959256,-3069.460112, , , 
1,46.28,15416.7,15570.111192674995,15550.924500913978,-2775.671193, , , 
1,46.29,15450,15569.723550071116,15550.417752971049,-2741.98355, , , 
1,46.3,15620,15569.337201166523,15549.911182451619,-2571.597201, , , 
1,46.31,15616.7,15568.95215,15549.40478768315,-2574.512151, , , 
1,46.32,16013.3,15568.568416395217,15548.898566999465,-2177.528416, , , 
1,46.33,15666.7,15568.186012011583,15548.39251874071,-2523.746012, , , 
1,46.34,15466.7,15567.804945696735,15547.886641253375,-2723.364946, , , 
1,46.35,15760,15567.425232969656,15547.38093289031,-2429.685233, , , 
1,46.36,15783.3,15567.046887925168,15546.875392010708,-2406.006888, , , 
1,46.37,15613.3,15566.669923233947,15546.370016980132,-2575.629923, , , 
1,46.38,15716.7,15566.29435538772,15545.864806170495,-2471.854355, , , 
1,46.39,15800,15565.920192301528,15545.359757960097,-2388.180192, , , 
1,46.4,15713.3,15565.547455248214,15544.854870733596,-2474.507455, , , 
1,46.41,15866.7,15565.176153586064,15544.350142882024,-2320.736154, , , 
1,46.42,15493.3,15564.806306693341,15543.845572802808,-2693.766307, , , 
1,46.43,15533.3,15564.437927278961,15543.34115889975,-2653.397927, , , 
1,46.44,15493.3,15564.071030919267,15542.836899583055,-2693.031031, , , 
1,46.45,15643.3,15563.705633673813,15542.332793269303,-2542.665634, , , 
1,46.46,15936.7,15563.341753992758,15541.82883838149,-2248.901754, , , 
1,46.47,15500,15562.979402226421,15541.32503334901,-2685.239402, , , 
1,46.48,15816.7,15562.618603036648,15540.821376607662,-2368.178603, , , 
1,46.49,15473.3,15562.25937,15540.317866599642,-2711.219367, , , 
1,46.5,15643.3,15561.901714336147,15539.814501773586,-2540.861714, , , 
1,46.51,15590,15561.545662260256,15539.311280584536,-2593.805662, , , 
1,46.52,15353.3,15561.191229524347,15538.808201493952,-2830.15123, , , 
1,46.53,15596.7,15560.838428901434,15538.305262969732,-2586.398429, , , 
1,46.54,15200,15560.487287476059,15537.80246348619,-2982.747287, , , 
1,46.55,15450,15560.137817080413,15537.299801524077,-2732.397817, , , 
1,46.56,15593.3,15559.790043858255,15536.797275570596,-2588.750044, , , 
1,46.57,15413.3,15559.44397965465,15536.294884119372,-2768.40398, , , 
1,46.58,15623.3,15559.099654440923,15535.792625670476,-2558.059654, , , 
1,46.59,15546.7,15558.757077214017,15535.290498730436,-2634.317077, , , 
1,46.6,15793.3,15558.416276527645,15534.788501812222,-2387.376277, , , 
1,46.61,16120,15558.077269497893,15534.286633435271,-2060.337269, , , 
1,46.62,15863.3,15557.740082784027,15533.784892125457,-2316.700083, , , 
1,46.63,15613.3,15557.404735422393,15533.28327641513,-2566.364735, , , 
1,46.64,15580,15557.071247409474,15532.781784843099,-2599.331247, , , 
1,46.65,15520,15556.739645900776,15532.28041595464,-2658.999646, , , 
1,46.66,15243.3,15556.409950428877,15531.779168301497,-2935.36995, , , 
1,46.67,15543.3,15556.082185778043,15531.278040441892,-2635.042186, , , 
1,46.68,15530,15555.756379123191,15530.777030940513,-2648.016379, , , 
1,46.69,15346.7,15555.432551923679,15530.276138368534,-2830.992552, , , 
1,46.7,15350,15555.110727075864,15529.775361303617,-2827.370727, , , 
1,46.71,15073.3,15554.79093844982,15529.274698329886,-3103.750938, , , 
1,46.72,15786.7,15554.473206570685,15528.77414803797,-2390.033207, , , 
1,46.73,15953.3,15554.157554354271,15528.273709024987,-2223.117554, , , 
1,46.74,15763.3,15553.844013782784,15527.77337989454,-2412.804014, , , 
1,46.75,15533.3,15553.532613030218,15527.27315925672,-2642.492613, , , 
1,46.76,15603.3,15553.22337836973,15526.773045728129,-2572.183378, , , 
1,46.77,15786.7,15552.916337034647,15526.273037931864,-2388.476337, , , 
1,46.78,15456.7,15552.61152103316,15525.773134497516,-2718.171521, , , 
1,46.79,15770,15552.308959518956,15525.273334061192,-2404.56896, , , 
1,46.8,15303.3,15552.008685466906,15524.77363526549,-2870.968685, , , 
1,46.81,15746.7,15551.710723275335,15524.274036759527,-2427.270723, , , 
1,46.82,15426.7,15551.415109746842,15523.77453719893,-2746.97511, , , 
1,46.83,15580,15551.121875014815,15523.275135245833,-2593.381875, , , 
1,46.84,15603.3,15550.831053987524,15522.775829568884,-2569.791054, , , 
1,46.85,15610,15550.542676811392,15522.276618843252,-2562.802677, , , 
1,46.86,15300,15550.256780315078,15521.777501750625,-2872.51678, , , 
1,46.87,15046.7,15549.973398472734,15521.278476979203,-3125.533398, , , 
1,46.88,15383.3,15549.69256717238,15520.77954322371,-2788.652567, , , 
1,46.89,15573.3,15549.414325169595,15520.280699185403,-2598.374325, , , 
1,46.9,15460,15549.138702643395,15519.781943572045,-2711.398703, , , 
1,46.91,15396.7,15548.865742177115,15519.283275097952,-2774.425742, , , 
1,46.92,15246.7,15548.595480638547,15518.784692483945,-2924.155481, , , 
1,46.93,15413.3,15548.327960624061,15518.286194457374,-2757.287961, , , 
1,46.94,15853.3,15548.063220921884,15517.787779752145,-2317.023221, , , 
1,46.95,15630,15547.80129555837,15517.289447108664,-2540.061296, , , 
1,46.96,15716.7,15547.542236686257,15516.791195273903,-2453.102237, , , 
1,46.97,15606.7,15547.286079298641,15516.293023001339,-2562.846079, , , 
1,46.98,16060,15547.032869839275,15515.794929051006,-2109.29287, , , 
1,46.99,15776.7,15546.782654758432,15515.296912189462,-2392.342655, , , 
1,47,15650,15546.535473837213,15514.798971189814,-2518.795474, , , 
1,47.01,15676.7,15546.291379261023,15514.301104831702,-2491.851379, , , 
1,47.02,15956.7,15546.050413685063,15513.80331190131,-2211.610414, , , 
1,47.03,15346.7,15545.812626446796,15513.305591191363,-2821.372626, , , 
1,47.04,15640,15545.578066890223,15512.807941501123,-2527.838067, , , 
1,47.05,15560,15545.34678627324,15512.310361636399,-2607.606786, , , 
1,47.06,15713.3,15545.118831091911,15511.812850409538,-2454.078831, , , 
1,47.07,15686.7,15544.894260246625,15511.315406639447,-2480.45426, , , 
1,47.08,15743.3,15544.673124061232,15510.818029151564,-2423.633124, , , 
1,47.09,15720,15544.455477634508,15510.32071677788,-2446.715478, , , 
1,47.1,15743.3,15544.241374164412,15509.823468356917,-2423.201374, , , 
1,47.11,15750,15544.03087543854,15509.326282733768,-2416.290875, , , 
1,47.12,15140,15543.824029899582,15508.829158760056,-3026.08403, , , 
1,47.13,15593.3,15543.620913653333,15508.332095293958,-2572.580914, , , 
1,47.14,15600,15543.421567526184,15507.835091200195,-2565.681568, , , 
1,47.15,15320,15543.226067637022,15507.338145350035,-2845.486068, , , 
1,47.16,15396.7,15543.034474852504,15506.841256621303,-2768.594475, , , 
1,47.17,15256.7,15542.846846231128,15506.344423898365,-2908.406846, , , 
1,47.18,15520,15542.663259818777,15505.847646072134,-2644.92326, , , 
1,47.19,15413.3,15542.483773640726,15505.35092204008,-2751.443774, , , 
1,47.2,15690,15542.30845812656,15504.85425070621,-2474.568458, , , 
1,47.21,15523.3,15542.137386573437,15504.35763098109,-2641.097387, , , 
1,47.22,15770,15541.970632285065,15503.86106178183,-2394.230632, , , 
1,47.23,15636.7,15541.808268571696,15503.364542032085,-2527.368269, , , 
1,47.24,15240,15541.650367796465,15502.868070662065,-2923.910368, , , 
1,47.25,15710,15541.497006143742,15502.371646608524,-2453.757006, , , 
1,47.26,15630,15541.34826361914,15501.875268814758,-2533.608264, , , 
1,47.27,15626.7,15541.204225956879,15501.378936230622,-2536.764226, , , 
1,47.28,15570,15541.064974129333,15500.88265,-2593.324974, , , 
1,47.29,15440,15540.930586254422,15500.386402523343,-2723.190586, , , 
1,47.3,15510,15540.80114999334,15499.890199332634,-2653.06115, , , 
1,47.31,15476.7,15540.676764457912,15499.394037216396,-2686.236764, , , 
1,47.32,15173.3,15540.55750397099,15498.897915157208,-2989.517504, , , 
1,47.33,15836.7,15540.443473379535,15498.401832144184,-2326.003473, , , 
1,47.34,15636.7,15540.334760370935,15497.905787172998,-2525.89476, , , 
1,47.35,15886.7,15540.23146599053,15497.40977924584,-2275.791466, , , 
1,47.36,15616.7,15540.133687475516,15496.913807371451,-2545.693687, , , 
1,47.37,15513.3,15540.041526838004,15496.417870565116,-2649.001527, , , 
1,47.38,15973.3,15539.95508895767,15495.92196784866,-2188.915089, , , 
1,47.39,15540,15539.874476813371,15495.426098250444,-2622.134477, , , 
1,47.4,15533.3,15539.799802927244,15494.930260805357,-2628.759803, , , 
1,47.41,15380,15539.731173152242,15494.43445455483,-2781.991173, , , 
1,47.42,15443.3,15539.668714328698,15493.938678546838,-2718.628714, , , 
1,47.43,15183.3,15539.612526600582,15493.442931835873,-2978.572527, , , 
1,47.44,15750,15539.562744450677,15492.947213482965,-2411.822744, , , 
1,47.45,15733.3,15539.519482341146,15492.451522555684,-2428.479482, , , 
1,47.46,15500,15539.482868092096,15491.955858128107,-2661.742868, , , 
1,47.47,15430,15539.453032391213,15491.460219280862,-2731.713032, , , 
1,47.48,15610,15539.43010497902,15490.96460510109,-2551.690105, , , 
1,47.49,15140,15539.414228954001,15490.469014682456,-3021.674229, , , 
1,47.5,15230,15539.405531208711,15489.973447125154,-2931.665531, , , 
1,47.51,15320,15539.404162484081,15489.4779,-2841.664162, , , 
1,47.52,15316.7,15539.410262083453,15488.98237702791,-2844.970262, , , 
1,47.53,15180,15539.423984575504,15488.48687272095,-2981.683985, , , 
1,47.54,15306.7,15539.445489303773,15487.991387741273,-2855.005489, , , 
1,47.55,15160,15539.474920359542,15487.495921221664,-3001.73492, , , 
1,47.56,15473.3,15539.512452358173,15487.00047230141,-2688.472452, , , 
1,47.57,15356.7,15539.558241801724,15486.505040126309,-2805.118242, , , 
1,47.58,15593.3,15539.612462364907,15486.009623848671,-2568.572462, , , 
1,47.59,15470,15539.675292497303,15485.514222627307,-2691.935292, , , 
1,47.6,15656.7,15539.746904932952,15485.018835627532,-2505.306905, , , 
1,47.61,15523.3,15539.82748,15484.52346202117,-2638.78748, , , 
1,47.62,15590,15539.91721727376,15484.028100986528,-2572.177217, , , 
1,47.63,15700,15540.01630654851,15483.532751708422,-2462.276307, , , 
1,47.64,15866.7,15540.124947328968,15483.037413378162,-2295.684947, , , 
1,47.65,16083.3,15540.243348621287,15482.542085193552,-2079.203349, , , 
1,47.66,15636.7,15540.371709901347,15482.046766358866,-2525.93171, , , 
1,47.67,15743.3,15540.510251632377,15481.551456084891,-2419.470252, , , 
1,47.68,15996.7,15540.65919619142,15481.056153588881,-2166.219196, , , 
1,47.69,15426.7,15540.818773591407,15480.56085809458,-2736.378774, , , 
1,47.7,15810,15540.989211944388,15480.065568832206,-2353.249212, , , 
1,47.71,16000,15541.170764164428,15479.570285038451,-2163.430764, , , 
1,47.72,15673.3,15541.363660283878,15479.075005956485,-2490.32366, , , 
1,47.73,15613.3,15541.568176117938,15478.579730835956,-2550.528176, , , 
1,47.74,15710,15541.784553155985,15478.084458932963,-2454.044553, , , 
1,47.75,15516.7,15542.01306913349,15477.589189510078,-2647.573069, , , 
1,47.76,15796.7,15542.254009421786,15477.093921836336,-2367.814009, , , 
1,47.77,15840,15542.507644139863,15476.598655187227,-2324.767644, , , 
1,47.78,16010,15542.77428156016,15476.103388844705,-2155.034282, , , 
1,47.79,15926.7,15543.054201351311,15475.608122097161,-2238.614201, , , 
1,47.8,15536.7,15543.347740408875,15475.112854239442,-2628.90774, , , 
1,47.81,15716.7,15543.655187951148,15474.617584572852,-2449.215188, , , 
1,47.82,15530,15543.976913311493,15474.122312405121,-2636.236913, , , 
1,47.83,15646.7,15544.313228609264,15473.627037050426,-2519.873229, , , 
1,47.84,15580,15544.664480302521,15473.131757829377,-2586.92448, , , 
1,47.85,15740,15545.031045373344,15472.636474069022,-2427.291045, , , 
1,47.86,15516.7,15545.413283644097,15472.141185102837,-2650.973284, , , 
1,47.87,15773.3,15545.81158355379,15471.645890270709,-2394.771584, , , 
1,47.88,15923.3,15546.226329733174,15471.150588918965,-2245.18633, , , 
1,47.89,15586.7,15546.657937336979,15470.655280400333,-2582.217937, , , 
1,47.9,15686.7,15547.106825341063,15470.159964073973,-2482.666825, , , 
1,47.91,15780,15547.57342417179,15469.664639305456,-2389.833424, , , 
1,47.92,15840,15548.05817761334,15469.169305466734,-2330.318178, , , 
1,47.93,15600,15548.561546622459,15468.67396193618,-2570.821547, , , 
1,47.94,15590,15549.084005513727,15468.178608098566,-2581.344006, , , 
1,47.95,15433.3,15549.626041959566,15467.683243345064,-2738.586042, , , 
1,47.96,15500,15550.18815889756,15467.187867073219,-2672.448159, , , 
1,47.97,15616.7,15550.770889789272,15466.692478686977,-2556.33089, , , 
1,47.98,15786.7,15551.374777639388,15466.197077596664,-2386.934778, , , 
1,47.99,15526.7,15552.000359736925,15465.70166321898,-2647.56036, , , 
1,48,15820,15552.648232505084,15465.206234977008,-2354.908233, , , 
1,48.01,15946.7,15553.318967577898,15464.710792300188,-2228.878968, , , 
1,48.02,15546.7,15554.01320335297,15464.215334624332,-2629.573203, , , 
1,48.03,15546.7,15554.73156488283,15463.719861391619,-2630.291565, , , 
1,48.04,15656.7,15555.47471346599,15463.224372050585,-2521.034713, , , 
1,48.05,16103.3,15556.243323758732,15462.728866056095,-2075.203324, , , 
1,48.06,15630,15557.038104755999,15462.233342869402,-2549.298105, , , 
1,48.07,16013.3,15557.859776903133,15461.737801958065,-2166.819777, , , 
1,48.08,15733.3,15558.709110242897,15461.242242795997,-2447.66911, , , 
1,48.09,15750,15559.586859565601,15460.746664863453,-2431.84686, , , 
1,48.1,15780,15560.493857869165,15460.251067646997,-2402.753858, , , 
1,48.11,15866.7,15561.430941972547,15459.755450639539,-2316.990942, , , 
1,48.12,15920,15562.398965867153,15459.259813340297,-2264.658966, , , 
1,48.13,16003.3,15563.398823605025,15458.764155254805,-2182.358824, , , 
1,48.14,15860,15564.431470279667,15458.268475894902,-2326.69147, , , 
1,48.15,16066.7,15565.497845732112,15457.772774778743,-2121.057846, , , 
1,48.16,15726.7,15566.598977547723,15457.27705143078,-2462.158978, , , 
1,48.17,15470,15567.735895225494,15456.781305381744,-2719.995895, , , 
1,48.18,15680,15568.909666417707,15456.285536168683,-2511.169666, , , 
1,48.19,15953.3,15570.121431262152,15455.789743334906,-2239.081431, , , 
1,48.2,15986.7,15571.372352791095,15455.293926430011,-2206.932353, , , 
1,48.21,16176.7,15572.663613116567,15454.798085009877,-2018.223613, , , 
1,48.22,16120,15573.99648209489,15454.302218636638,-2076.256482, , , 
1,48.23,15650,15575.372267735627,15453.806326878694,-2547.632268, , , 
1,48.24,15756.7,15576.792335275066,15453.31040931071,-2442.352335, , , 
1,48.25,15836.7,15578.25808047332,15452.814465513604,-2363.81808, , , 
1,48.26,15916.7,15579.770971575997,15452.318495074533,-2285.330972, , , 
1,48.27,15923.3,15581.332522611314,15451.8225,-2280.292523, , , 
1,48.28,15770,15582.944362054637,15451.32647265034,-2435.204362, , , 
1,48.29,15836.7,15584.608103128787,15450.83041987073,-2370.168103, , , 
1,48.3,15473.3,15586.32547350371,15450.334338860155,-2735.285474, , , 
1,48.31,16140,15588.098284778924,15449.838229236932,-2070.358285, , , 
1,48.32,15416.7,15589.928398151222,15449.342090625587,-2795.488398, , , 
1,48.33,15663.3,15591.817781635116,15448.845922656845,-2550.777782, , , 
1,48.34,15346.7,15593.768422324827,15448.34972496765,-2869.328422, , , 
