used,"x, 2theta (deg)",obs,calc,bkg,diff,Gd1.5Mn0.25Zr2.25O7,tick-pos,Axis-limits
1,31.65,18190,17730.721756595973,17635.44458760679,-2162.981757, , , 
1,31.66,17846.7,17727.42976236465,17632.94038701179,-2502.989762, , , 
1,31.67,17706.7,17724.152116090783,17630.436331064233,-2639.712116, , , 
1,31.68,17930,17720.888564135992,17627.93242433306,-2413.148564, , , 
1,31.69,17340,17717.638838808867,17625.428671400878,-2999.898839, , , 
1,31.7,17596.7,17714.402726314103,17622.92508,-2739.962726, , , 
1,31.71,17436.7,17711.179975676478,17620.421645331324,-2896.739976, , , 
1,31.72,17770,17707.970363113698,17617.918381426152,-2560.230363, , , 
1,31.73,17533.3,17704.77366986335,17615.41528978408,-2793.73367, , , 
1,31.74,17580,17701.589675983843,17612.91237505382,-2743.849676, , , 
1,31.75,17480,17698.41817489781,17610.409641896866,-2840.678175, , , 
1,31.76,17740,17695.25895980211,17607.907094987353,-2577.51896, , , 
1,31.77,17513.3,17692.111836065447,17605.40473901192,-2801.071836, , , 
1,31.78,17576.7,17688.976616698255,17602.90257866954,-2734.536617, , , 
1,31.79,17793.3,17685.8531,17600.40062,-2514.813099, , , 
1,31.8,17376.7,17682.741125055152,17597.89886374076,-2928.301125, , , 
1,31.81,17430,17679.640497934073,17595.397318612784,-2871.900498, , , 
1,31.82,17933.3,17676.55105595511,17592.895988034426,-2365.511056, , , 
1,31.83,17473.3,17673.472633645986,17590.394876764272,-2822.432634, , , 
1,31.84,17333.3,17670.405063638573,17587.89398957241,-2959.365064, , , 
1,31.85,17603.3,17667.348192404384,17585.39333124029,-2686.308192, , , 
1,31.86,17400,17664.301865949295,17582.892906560563,-2886.561866, , , 
1,31.87,17960,17661.265940780682,17580.392720336957,-2323.525941, , , 
1,31.88,17526.7,17658.24026864851,17577.892777384168,-2753.800269, , , 
1,31.89,17506.7,17655.224705605033,17575.39308252764,-2770.784706, , , 
1,31.9,17650,17652.219124879353,17572.893640603535,-2624.479125, , , 
1,31.91,17546.7,17649.223396373203,17570.39446,-2724.783396, , , 
1,31.92,17860,17646.23738093882,17567.895534949592,-2408.497381, , , 
1,31.93,17730,17643.26096232685,17565.39688,-2535.520962, , , 
1,31.94,17710,17640.294020483372,17562.89849931943,-2552.55402, , , 
1,31.95,17383.3,17637.336437748625,17560.40039496298,-2876.296438, , , 
1,31.96,17690,17634.388099333733,17557.902572771996,-2566.648099, , , 
1,31.97,17766.7,17631.44890905616,17555.405037653418,-2487.008909, , , 
1,31.98,17263.3,17628.518742132706,17552.90779452376,-2987.478742, , , 
1,31.99,17586.7,17625.597499538857,17550.41085,-2661.1575, , , 
1,32,17640,17622.68509751815,17547.91420394439,-2604.945098, , , 
1,32.01,17796.7,17619.78142371313,17545.417866374417,-2445.341424, , , 
1,32.02,18130,17616.88639295503,17542.921840552535,-2109.146393, , , 
1,32.03,17723.3,17613.999916746186,17540.426131441163,-2512.959917, , , 
1,32.04,17593.3,17611.121906597735,17537.930744011523,-2640.081907, , , 
1,32.05,17163.3,17608.25227545991,17535.435683243417,-3067.212275, , , 
1,32.06,17656.7,17605.39094821244,17532.94095412522,-2570.950948, , , 
1,32.07,17570,17602.537844021397,17530.44656165369,-2654.797844, , , 
1,32.08,17416.7,17599.69288778315,17527.95251083384,-2805.252888, , , 
1,32.09,17646.7,17596.856010124255,17525.45880667882,-2572.41601, , , 
1,32.1,17720,17594.027150739166,17522.965454209778,-2496.287151, , , 
1,32.11,17283.3,17591.20621976634,17520.472458455763,-2930.16622, , , 
1,32.12,17490,17588.39317360515,17517.979824453538,-2720.653174, , , 
1,32.13,17376.7,17585.587941482892,17515.48755724751,-2831.147941, , , 
1,32.14,17776.7,17582.790475522568,17512.995661889603,-2428.350476, , , 
1,32.15,17596.7,17580.00071688726,17510.50414343908,-2605.560717, , , 
1,32.16,17570,17577.218601502085,17508.013006962443,-2629.478602, , , 
1,32.17,17093.3,17574.444086756997,17505.522257533365,-3103.404087, , , 
1,32.18,17203.3,17571.67712241951,17503.03190023247,-2990.637122, , , 
1,32.19,17410,17568.917668754435,17500.541940147257,-2781.177669, , , 
1,32.2,17616.7,17566.16567554292,17498.052382371992,-2571.725676, , , 
1,32.21,17686.7,17563.42110735471,17495.56323200757,-2498.981107, , , 
1,32.22,17886.7,17560.68392638183,17493.07449416137,-2296.243926, , , 
1,32.23,17603.3,17557.954091484848,17490.58617394716,-2576.914091, , , 
1,32.24,17690,17555.231575358866,17488.098276484965,-2487.491575, , , 
1,32.25,17396.7,17552.516334969503,17485.61080690096,-2778.076335, , , 
1,32.26,17583.3,17549.80835875964,17483.12377032733,-2588.768359, , , 
1,32.27,17230,17547.107610382533,17480.637171902155,-2939.36761, , , 
1,32.28,17483.3,17544.414068755977,17478.151016769283,-2683.374069, , , 
1,32.29,17313.3,17541.727704697238,17475.66531007825,-2850.687705, , , 
1,32.3,17246.7,17539.04851048677,17473.180056984114,-2914.60851, , , 
1,32.31,17493.3,17536.37646553581,17470.69526264732,-2665.336466, , , 
1,32.32,17413.3,17533.71155307566,17468.21093223368,-2742.671553, , , 
1,32.33,17436.7,17531.053763972162,17465.72707091415,-2716.613764, , , 
1,32.34,17530,17528.40308,17463.24368386476,-2620.663085, , , 
1,32.35,17860,17525.759507402807,17460.760776266485,-2288.019507, , , 
1,32.36,17720,17523.12303456814,17458.27835330517,-2425.383035, , , 
1,32.37,17736.7,17520.493653848247,17455.796420171337,-2406.053654, , , 
1,32.38,17706.7,17517.871367100408,17453.314982060125,-2433.431367, , , 
1,32.39,17726.7,17515.25618,17450.834044171184,-2410.816179, , , 
1,32.4,17606.7,17512.648098231184,17448.35361170851,-2528.208098, , , 
1,32.41,17423.3,17510.047123184213,17445.87368988038,-2709.007123, , , 
1,32.42,17930,17507.45326,17443.39428,-2199.713264, , , 
1,32.43,17316.7,17504.86653700099,17440.91539898143,-2810.426537, , , 
1,32.44,17546.7,17502.286953944553,17438.437040347446,-2577.846954, , , 
1,32.45,17770,17499.71452089583,17435.959213221424,-2351.974521, , , 
1,32.46,17810,17497.149280276008,17433.481922831244,-2309.40928, , , 
1,32.47,17320,17494.59123254818,17431.00517440838,-2796.851233, , , 
1,32.48,17486.7,17492.04041537223,17428.528973187782,-2627.600415, , , 
1,32.49,17743.3,17489.49684638422,17426.05332440775,-2368.456846, , , 
1,32.5,17433.3,17486.960555144422,17423.578233309858,-2675.920555, , , 
1,32.51,17453.3,17484.43158361401,17421.10370513882,-2653.391584, , , 
1,32.52,17143.3,17481.909959928897,17418.629745142367,-2960.86996, , , 
1,32.53,17300,17479.395717950014,17416.15636,-2801.655718, , , 
1,32.54,17606.7,17476.88889917047,17413.68355,-2492.448899, , , 
1,32.55,17426.7,17474.38956,17411.211326721404,-2669.949555, , , 
1,32.56,17233.3,17471.897722467744,17408.739691957795,-2860.857722, , , 
1,32.57,17323.3,17469.413455650156,17406.26865,-2768.373456, , , 
1,32.58,17290,17466.93680425651,17403.798211059642,-2799.196804, , , 
1,32.59,17226.7,17464.46782362068,17401.328375454785,-2860.027824, , , 
1,32.6,17746.7,17462.006575277646,17398.859150102933,-2337.566575, , , 
1,32.61,17393.3,17459.553107412983,17396.39054027431,-2688.513107, , , 
1,32.62,17390,17457.107505884396,17393.922551241147,-2689.367506, , , 
1,32.63,17673.3,17454.669820311818,17391.455188277516,-2403.62982, , , 
1,32.64,17420,17452.24013226506,17388.988456659285,-2654.500132, , , 
1,32.65,17420,17449.81851,17386.52236166393,-2652.07851, , , 
1,32.66,17143.3,17447.405037842997,17384.056908570536,-2926.365038, , , 
1,32.67,17543.3,17444.999793661496,17381.592102659604,-2523.959794, , , 
1,32.68,16950,17442.60286662481,17379.127949213005,-3114.862867, , , 
1,32.69,17070,17440.214337356316,17376.664453513848,-2992.474337, , , 
1,32.7,16890,17437.834313183434,17374.201620846397,-3170.094313, , , 
1,32.71,17240,17435.462882361146,17371.739456495972,-2817.722882, , , 
1,32.72,17430,17433.10014649679,17369.277965748803,-2625.360146, , , 
1,32.73,17093.3,17430.746215781666,17366.817153892018,-2959.706216, , , 
1,32.74,17343.3,17428.40119468573,17364.35702621344,-2707.361195, , , 
1,32.75,17276.7,17426.06520389208,17361.89758800158,-2771.625204, , , 
1,32.76,17066.7,17423.73836217701,17359.43884454548,-2979.298362, , , 
1,32.77,17186.7,17421.42078927092,17356.98080113463,-2856.980789, , , 
1,32.78,17360,17419.11262,17354.523463058882,-2681.372619, , , 
1,32.79,17150,17416.813978400067,17352.06683560832,-2889.073978, , , 
1,32.8,17130,17414.525018044475,17349.610924073222,-2906.785018, , , 
1,32.81,17073.3,17412.24587313293,17347.155733743894,-2961.205873, , , 
1,32.82,17103.3,17409.97670440464,17344.70126991062,-2928.936704, , , 
1,32.83,17430,17407.71765924722,17342.247537863554,-2599.977659, , , 
1,32.84,16930,17405.46889935318,17339.79454289261,-3097.728899, , , 
1,32.85,17146.7,17403.230593090433,17337.342290287394,-2878.790593, , , 
1,32.86,17010,17401.00292217792,17334.89079,-3013.262922, , , 
1,32.87,17273.3,17398.78606356568,17332.44003333039,-2747.746064, , , 
1,32.88,16990,17396.580202786223,17329.990039555327,-3028.840203, , , 
1,32.89,17126.7,17394.385537769132,17327.540809299284,-2889.945538, , , 
1,32.9,17243.3,17392.202265489526,17325.09234784884,-2771.162265, , , 
1,32.91,17373.3,17390.030605809818,17322.64466048969,-2638.990606, , , 
1,32.92,16886.7,17387.870760471607,17320.19775250652,-3123.43076, , , 
1,32.93,17263.3,17385.722975084496,17317.751629183007,-2744.682975, , , 
1,32.94,16800,17383.58747713708,17315.30629580163,-3205.847477, , , 
1,32.95,17556.7,17381.464501746093,17312.861757643615,-2447.024502, , , 
1,32.96,17360,17379.35430500778,17310.418019988858,-2641.614305, , , 
1,32.97,17043.3,17377.257148738987,17307.975088115818,-2956.217149, , , 
1,32.98,17463.3,17375.17330715281,17305.53296730143,-2534.133307, , , 
1,32.99,17270,17373.103057321743,17303.09166282101,-2725.363057, , , 
1,33,17396.7,17371.046690621726,17300.651179948203,-2596.606691, , , 
1,33.01,17236.7,17369.004511778312,17298.211523954826,-2754.564512, , , 
1,33.02,17146.7,17366.97683791296,17295.772700110836,-2842.536838, , , 
1,33.03,16876.7,17364.96399472824,17293.334713684235,-3110.523995, , , 
1,33.04,17293.3,17362.966310785687,17290.89756994096,-2691.926311, , , 
1,33.05,17233.3,17360.98414802327,17288.461274144793,-2749.944148, , , 
1,33.06,17333.3,17359.017872191464,17286.02583155731,-2647.977872, , , 
1,33.07,17546.7,17357.067857621492,17283.591247437776,-2432.627858, , , 
1,33.08,17406.7,17355.134491993587,17281.157527043026,-2570.694492, , , 
1,33.09,16743.3,17353.21819827149,17278.724675627447,-3232.178198, , , 
1,33.1,17163.3,17351.319384157556,17276.292698442834,-2810.279384, , , 
1,33.11,17190,17349.438505988877,17273.861600738328,-2781.698506, , , 
1,33.12,17573.3,17347.57600674838,17271.43138776034,-2396.536007, , , 
1,33.13,17183.3,17345.732389497633,17269.002064752454,-2784.692389, , , 
1,33.14,17280,17343.908124870373,17266.573636955334,-2686.168125, , , 
1,33.15,17723.3,17342.103728320046,17264.146109606667,-2241.063728, , , 
1,33.16,17406.7,17340.31974867563,17261.71948794107,-2555.879749, , , 
1,33.17,17590,17338.55673667027,17259.293777189985,-2370.816737, , , 
1,33.18,17680,17336.81527736618,17256.868982581633,-2279.075277, , , 
1,33.19,17610,17335.095963451622,17254.445109340904,-2347.355963, , , 
1,33.2,17756.7,17333.39943052682,17252.022162689296,-2198.959431, , , 
1,33.21,17856.7,17331.72633803037,17249.600147844823,-2097.286338, , , 
1,33.22,18036.7,17330.077364470784,17247.17907002193,-1915.637364, , , 
1,33.23,18100,17328.45321505581,17244.758934431422,-1850.713215, , , 
1,33.24,18006.7,17326.854633136463,17242.339746280384,-1942.414633, , , 
1,33.25,18010,17325.282390670156,17239.921510772085,-1937.542391, , , 
1,33.26,17273.3,17323.73729775742,17237.50423310593,-2672.697298, , , 
1,33.27,17186.7,17322.22018929035,17235.087918477362,-2757.780189, , , 
1,33.28,17533.3,17320.731941164988,17232.67257207777,-2409.691941, , , 
1,33.29,17436.7,17319.273472188608,17230.25819909443,-2504.833472, , , 
1,33.3,17706.7,17317.845733589234,17227.84480471045,-2233.405734, , , 
1,33.31,17533.3,17316.44972141328,17225.432394104624,-2405.409721, , , 
1,33.32,17506.7,17315.086481293893,17223.020972451424,-2430.646481, , , 
1,33.33,17713.3,17313.75710082148,17220.610544920906,-2222.717101, , , 
1,33.34,17330,17312.46271812663,17218.20111667857,-2604.722718, , , 
1,33.35,17246.7,17311.204526648547,17215.792692885425,-2686.764527, , , 
1,33.36,17896.7,17309.983777995836,17213.38527869774,-2035.543778, , , 
1,33.37,17340,17308.80177050248,17210.978879267128,-2591.061771, , , 
1,33.38,17590,17307.65987211584,17208.573499740352,-2339.919872, , , 
1,33.39,17540,17306.559513720927,17206.16914525932,-2388.819514, , , 
1,33.4,17526.7,17305.5022,17203.765820960984,-2401.062197, , , 
1,33.41,17606.7,17304.4895,17201.363531977266,-2320.049496, , , 
1,33.42,17096.7,17303.523062529694,17198.962283434998,-2829.083063, , , 
1,33.43,17563.3,17302.604628158624,17196.562080455835,-2361.564628, , , 
1,33.44,17583.3,17301.736004404363,17194.162928156195,-2340.696004, , , 
1,33.45,17300,17300.91911183288,17191.764831647182,-2623.179112, , , 
1,33.46,17216.7,17300.15595111339,17189.3678,-2705.715951, , , 
1,33.47,17443.3,17299.448636873753,17186.97182641843,-2478.408637, , , 
1,33.48,17190,17298.79937481216,17184.57692789367,-2731.059375, , , 
1,33.49,17196.7,17298.210512241854,17182.18310554935,-2723.770512, , , 
1,33.5,17436.7,17297.68451854073,17179.79036446892,-2483.244519, , , 
1,33.51,17116.7,17297.223970369298,17177.398709730107,-2802.78397, , , 
1,33.52,17420,17296.8316,17175.008146404798,-2499.091596, , , 
1,33.53,17193.3,17296.510276829984,17172.61867955902,-2725.470277, , , 
1,33.54,17283.3,17296.263060567853,17170.23031425285,-2635.223061, , , 
1,33.55,17370,17296.09316568972,17167.843055540336,-2548.353166, , , 
1,33.56,17446.7,17296.003956084507,17165.456908469456,-2471.563956, , , 
1,33.57,17000,17295.999031192518,17163.071878082013,-2918.259031, , , 
1,33.58,17350,17296.08218404373,17160.687969413604,-2568.342184, , , 
1,33.59,17113.3,17296.257423669074,17158.305187493537,-2805.217424, , , 
1,33.6,16763.3,17296.528999895883,17155.923537344766,-3155.489, , , 
1,33.61,16850,17296.901396195266,17153.54302398381,-3069.161396, , , 
1,33.62,16903.3,17297.379423142134,17151.16365,-3016.339423, , , 
1,33.63,17286.7,17297.96812304772,17148.785427658928,-2633.528123, , , 
1,33.64,17036.7,17298.672867234276,17146.408354695366,-2884.232867, , , 
1,33.65,17793.3,17299.49942040799,17144.03243852017,-2128.45942, , , 
1,33.66,16893.3,17300.453836708493,17141.657684116788,-3029.413837, , , 
1,33.67,17120,17301.54258559375,17139.284096461823,-2803.802586, , , 
1,33.68,17300,17302.77256900616,17136.91168052502,-2625.032569, , , 
1,33.69,17460,17304.151149982685,17134.540441269153,-2466.41115, , , 
1,33.7,17543.3,17305.68616839048,17132.17038365003,-2384.646168, , , 
1,33.71,17166.7,17307.385996239856,17129.801512616352,-2762.945996, , , 
1,33.72,16903.3,17309.259571062896,17127.43383310971,-3028.219571, , , 
1,33.73,17073.3,17311.316504632214,17125.067350064495,-2860.276505, , , 
1,33.74,17733.3,17313.567023356256,17122.70206840783,-2202.527023, , , 
1,33.75,17030,17316.022124681862,17120.337993059547,-2908.282125, , , 
1,33.76,17573.3,17318.69359044559,17117.97512893207,-2367.65359, , , 
1,33.77,17050,17321.59409463889,17115.613480930395,-2893.854095, , , 
1,33.78,17066.7,17324.73721771315,17113.253053952012,-2880.297218, , , 
1,33.79,17246.7,17328.137620625188,17110.893852886846,-2703.697621, , , 
1,33.8,16950,17331.81108584521,17108.535882617212,-3004.071086, , , 
1,33.81,16890,17335.774586021264,17106.179148017723,-3068.034586, , , 
1,33.82,17136.7,17340.04654051762,17103.82365395527,-2825.606541, , , 
1,33.83,17356.7,17344.64670860314,17101.46940528893,-2610.206709, , , 
1,33.84,17186.7,17349.596682977713,17099.116406869925,-2785.156683, , , 
1,33.85,17446.7,17354.91965373777,17096.76466354154,-2530.479654, , , 
1,33.86,17396.7,17360.640961507386,17094.41418013913,-2586.200962, , , 
1,33.87,17403.3,17366.787949618614,17092.064961489952,-2585.74795, , , 
1,33.88,17586.7,17373.390575416768,17089.717012413228,-2408.950575, , , 
1,33.89,17616.7,17380.48131060131,17087.370337719993,-2386.041311, , , 
1,33.9,17246.7,17388.095743948023,17085.02494,-2763.655744, , , 
1,33.91,17253.3,17396.27255746704,17082.680830687103,-2765.232557, , , 
1,33.92,17293.3,17405.054388524444,17080.338007928283,-2734.014389, , , 
1,33.93,17556.7,17414.487665333323,17077.996478714518,-2480.047665, , , 
1,33.94,17266.7,17424.623594006673,17075.656247815266,-2780.183594, , , 
1,33.95,17066.7,17435.51852190722,17073.317319991478,-2991.078522, , , 
1,33.96,16870,17447.234429743366,17070.979699995594,-3199.49443, , , 
1,33.97,17033.3,17459.839855202667,17068.64339257144,-3048.799855, , , 
1,33.98,17056.7,17473.410699760258,17066.308402454197,-3038.9707, , , 
1,33.99,17433.3,17488.03097922047,17063.974734370313,-2676.990979, , , 
1,34,17323.3,17503.794186040635,17061.642393037553,-2802.754186, , , 
1,34.01,16960,17520.804407990836,17059.311383164786,-3183.064408, , , 
1,34.02,17146.7,17539.177963228616,17056.981709452066,-3014.737963, , , 
1,34.03,17166.7,17559.04483510187,17054.65337659052,-3014.604835, , , 
1,34.04,17066.7,17580.55103487691,17052.326389262285,-3136.111035, , , 
1,34.05,17103.3,17603.860667397013,17050.000752140513,-3122.820667, , , 
1,34.06,17416.7,17629.159022417633,17047.67646988925,-2834.719022, , , 
1,34.07,17346.7,17656.655646391333,17045.353547163428,-2932.215646, , , 
1,34.08,17620,17686.588334548447,17043.03198860881,-2688.848335, , , 
1,34.09,17606.7,17719.227850631174,17040.711798861917,-2734.787851, , , 
1,34.1,17973.3,17754.883386679034,17038.392982550005,-2403.843387, , , 
1,34.11,17866.7,17793.909586363287,17036.07554429099,-2549.469586, , , 
1,34.12,18083.3,17836.714043251217,17033.759488693417,-2375.674043, , , 
1,34.13,18106.7,17883.767952871352,17031.44482,-2399.327953, , , 
1,34.14,18010,17935.617300743663,17029.13154386958,-2547.877301, , , 
1,34.15,18100,17992.89871387715,17026.819663813065,-2515.158714, , , 
1,34.16,18663.3,18056.35662166229,17024.509184757382,-2015.316622, , , 
1,34.17,18550,18126.86786,17022.200111263453,-2199.127857, , , 
1,34.18,18180,18205.471450262878,17019.892447882507,-2647.73145, , , 
1,34.19,18596.7,18293.40853869083,17017.58619915607,-2318.968539, , , 
1,34.2,19170,18392.177700926153,17015.28136961588,-1844.437701, , , 
1,34.21,19333.3,18503.614587166456,17012.977963783887,-1792.574587, , , 
1,34.22,19273.3,18630.004902245008,17010.675986172162,-1978.964902, , , 
1,34.23,19413.3,18774.257154673214,17008.375441282864,-1983.217155, , , 
1,34.24,19813.3,18940.15155800777,17006.076333608202,-1749.111558, , , 
1,34.25,19796.7,19132.70230168267,17003.778667630395,-1958.262302, , , 
1,34.26,20223.3,19358.661340910872,17001.482447821578,-1757.621341, , , 
1,34.27,20216.7,19627.173878499652,16999.187678643848,-2032.733878, , , 
1,34.28,21270,19950.572288228468,16996.894364549116,-1302.832288, , , 
1,34.29,21726.7,20345.24125719442,16994.602509979148,-1240.801257, , , 
1,34.3,21756.7,20832.40184915136,16992.31211936544,-1697.961849, , , 
1,34.31,22546.7,21438.61748547842,16990.023197129267,-1514.177485, , , 
1,34.32,23103.3,22195.75794206707,16987.73574768154,-1714.717942, , , 
1,34.33,23900,23140.13990899447,16985.449775422847,-1862.399909, , , 
1,34.34,24646.7,24310.577984442752,16983.16528474335,-2286.137984, , , 
1,34.35,25793.3,25744.917850167432,16980.88228002278,-2573.87785, , , 
1,34.36,27023.3,27474.15452282106,16978.600765630355,-3073.114523, , , 
1,34.37,28516.7,29512.11061475644,16976.320745924804,-3617.670615, , , 
1,34.38,29856.7,31836.961923969444,16974.042225254234,-4602.521924, , , 
1,34.39,31600,34360.85859126838,16971.765207956156,-5383.118591, , , 
1,34.4,34136.7,36891.69026703343,16969.489698357436,-5377.250267, , , 
1,34.41,36266.7,39115.52994981293,16967.215700774235,-5471.08995, , , 
1,34.42,38303.3,40657.76289543435,16964.94321951196,-4976.722895, , , 
1,34.43,38840,41250.70648766696,16962.672258865234,-5032.966488, , , 
1,34.44,39986.7,40904.16761222234,16960.402823117885,-3539.727612, , , 
1,34.45,39693.3,39906.447047470894,16958.134916542855,-2835.407047, , , 
1,34.46,38580,38649.49768234872,16955.868543402186,-2691.757682, , , 
1,34.47,36400,37445.94768682882,16953.603707946982,-3668.207687, , , 
1,34.48,34796.7,36445.95087,16951.340414417376,-4271.510873, , , 
1,34.49,33650,35633.90665423652,16949.078667042457,-4606.166654, , , 
1,34.5,32453.3,34864.759855786266,16946.818470040267,-5033.719856, , , 
1,34.51,31066.7,33939.68284540568,16944.559827617748,-5495.242845, , , 
1,34.52,30640,32717.958824216686,16942.302743970715,-4700.218824, , , 
1,34.53,29373.3,31200.494048311255,16940.04722328379,-4449.454048, , , 
1,34.54,27776.7,29512.77922878343,16937.79326973039,-4358.339229, , , 
1,34.55,26553.3,27815.33660089737,16935.54088747269,-3884.296601, , , 
1,34.56,25130,26230.648570174948,16933.29008066155,-3722.90857, , , 
1,34.57,23930,24823.66046946819,16931.04085343654,-3515.920469, , , 
1,34.58,22040,23614.74581660386,16928.79320992585,-4197.005817, , , 
1,34.59,21190,22598.328335581722,16926.547154246273,-4030.588336, , , 
1,34.6,20313.3,21756.267998215717,16924.302690503162,-4065.227998, , , 
1,34.61,20163.3,21065.474487535743,16922.059822790412,-3524.434488, , , 
1,34.62,19196.7,20501.915198161452,16919.818555190413,-3927.475198, , , 
1,34.63,18483.3,20042.771660824594,16917.578891773996,-4181.731661, , , 
1,34.64,18520,19667.623707369923,16915.340836600422,-3769.883707, , , 
1,34.65,18066.7,19359.03115343721,16913.10439371736,-3914.591153, , , 
1,34.66,17693.3,19102.685347323626,16910.869567160815,-4031.645347, , , 
1,34.67,18016.7,18887.236862492424,16908.63636,-3492.796862, , , 
1,34.68,18143.3,18703.91952720932,16906.404779112854,-3182.879527, , , 
1,34.69,17496.7,18546.08649059769,16904.17482563492,-3671.646491, , , 
1,34.7,17976.7,18408.740136064036,16901.946504510386,-3054.300136, , , 
1,34.71,17860,18288.119294337353,16899.719819716534,-3050.379294, , , 
1,34.72,17560,18181.36495868664,16897.494775218776,-3243.624959, , , 
1,34.73,17850,18086.26747682688,16895.27137497065,-2858.527477, , , 
1,34.74,17733.3,18001.085148235747,16893.049622913786,-2890.045148, , , 
1,34.75,17643.3,17924.418043504753,16890.829522977867,-2903.378044, , , 
1,34.76,17376.7,17855.120594842923,16888.611079080594,-3100.680595, , , 
1,34.77,17496.7,17792.241937072537,16886.39429512765,-2917.801937, , , 
1,34.78,17096.7,17734.984131448873,16884.179175012716,-3260.544131, , , 
1,34.79,17530,17682.67099195405,16881.96572261735,-2774.930992, , , 
1,34.8,17350,17634.72608736846,16879.753941811057,-2906.986087, , , 
1,34.81,17256.7,17590.65492806492,16877.54383645115,-2956.214928, , , 
1,34.82,17323.3,17550.03132512818,16875.33541038285,-2848.991325, , , 
1,34.83,17490,17512.485814655905,16873.12866743911,-2644.745815, , , 
1,34.84,17280,17477.69758538252,16870.923611440718,-2819.957585, , , 
1,34.85,17066.7,17445.386530757336,16868.72024619618,-3000.946531, , , 
1,34.86,17356.7,17415.307082009596,16866.518575501723,-2680.867082, , , 
1,34.87,17070,17387.243735892724,16864.31860314126,-2939.503736, , , 
1,34.88,16903.3,17361.00612466492,16862.120332886356,-3079.966125, , , 
1,34.89,16650,17336.426184630116,16859.923768496235,-3308.686185, , , 
1,34.9,16890,17313.354641371207,16857.728913717703,-3045.614641, , , 
1,34.91,17083.3,17291.658687314663,16855.535772285137,-2830.618687, , , 
1,34.92,16910,17271.21989032272,16853.344347920454,-2983.47989, , , 
1,34.93,16866.7,17251.93229445098,16851.154644333106,-3007.492294, , , 
1,34.94,16903.3,17233.70099,16848.96666522003,-2952.660991, , , 
1,34.95,17100,17216.440580529208,16846.780414265628,-2738.700581, , , 
1,34.96,17073.3,17200.074324936042,16844.59589514173,-2749.034325, , , 
1,34.97,16900,17184.532724916622,16842.41311150758,-2906.792725, , , 
1,34.98,17150,17169.7531,16840.23206700982,-2642.013098, , , 
1,34.99,16883.3,17155.678562077293,16838.052765282402,-2894.638562, , , 
1,35,16890,17142.25747384554,16835.87520994669,-2874.517474, , , 
1,35.01,16836.7,17129.44289,16833.699404611278,-2915.002894, , , 
1,35.02,16993.3,17117.19198,16831.52535287208,-2746.151982, , , 
1,35.03,17443.3,17105.46566,16829.353058312256,-2284.425657, , , 
1,35.04,16923.3,17094.22821408502,16827.182524502194,-2793.188214, , , 
1,35.05,17280,17083.446924841242,16825.013754999476,-2425.706925, , , 
1,35.06,16906.7,17073.091746797163,16822.846753348906,-2788.651747, , , 
1,35.07,16673.3,17063.135132072097,16820.68152308238,-3012.095132, , , 
1,35.08,16546.7,17053.55167567873,16818.518067718982,-3129.111676, , , 
1,35.09,16773.3,17044.318058064153,16816.356390764882,-2893.278058, , , 
1,35.1,16766.7,17035.41272634422,16814.196495713346,-2890.972726, , , 
1,35.11,16830,17026.815746960816,16812.03838604468,-2819.075747, , , 
1,35.12,16866.7,17018.50874703091,16809.882065226255,-2774.068747, , , 
1,35.13,16990,17010.474623714235,16807.727536712435,-2642.734624, , , 
1,35.14,17060,17002.697618361482,16805.574803944597,-2564.957618, , , 
1,35.15,16766.7,16995.163086440323,16803.423870351075,-2850.723086, , , 
1,35.16,17100,16987.85737,16801.27473934716,-2510.117372, , , 
1,35.17,16766.7,16980.76782070523,16799.127414335067,-2836.327821, , , 
1,35.18,17096.7,16973.882643618934,16796.981898703925,-2499.442644, , , 
1,35.19,17026.7,16967.190835028025,16794.83819582972,-2562.750835, , , 
1,35.2,16866.7,16960.682125077223,16792.69630907533,-2716.242125, , , 
1,35.21,16913.3,16954.346963683776,16790.556241790466,-2663.306964, , , 
1,35.22,17056.7,16948.176396082945,16788.41799731166,-2513.736396, , , 
1,35.23,17120,16942.16203207196,16786.28157896222,-2444.422032, , , 
1,35.24,16843.3,16936.296039811194,16784.146990052282,-2715.25604, , , 
1,35.25,16920,16930.571068338017,16782.014233878712,-2632.831068, , , 
1,35.26,16713.3,16924.98024017584,16779.88331372511,-2833.94024, , , 
1,35.27,16750,16919.51708,16777.754232861804,-2791.77708, , , 
1,35.28,16810,16914.17550175943,16775.626994545837,-2726.435502, , , 
1,35.29,16490,16908.94978436536,16773.501602020922,-3041.209784, , , 
1,35.3,16780,16903.834586704234,16771.378058517435,-2746.094587, , , 
1,35.31,17063.3,16898.82481698804,16769.256367252397,-2457.784817, , , 
1,35.32,16773.3,16893.915716247713,16767.136531429445,-2742.875716, , , 
1,35.33,16613.3,16889.10277798611,16765.018554238857,-2898.062778, , , 
1,35.34,16730,16884.381772258166,16762.90243885744,-2776.641772, , , 
1,35.35,17060,16879.74867796014,16760.78818844865,-2442.008678, , , 
1,35.36,16483.3,16875.19974171884,16758.675806162428,-3014.159742, , , 
1,35.37,17200,16870.73134699992,16756.565295135297,-2292.991347, , , 
1,35.38,16993.3,16866.340130694487,16754.45665849028,-2495.300131, , , 
1,35.39,16506.7,16862.02287988384,16752.34989933689,-2977.58288, , , 
